Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022/8/12,S004,P0008,Toys,South,305,157,29,154.96,59.39,10,Sunny,1,64.24,Spring
2022/8/12,S004,P0009,Furniture,North,205,127,26,124.35,29.31,10,Rainy,0,33.17,Autumn
2022/8/12,S004,P0010,Groceries,East,310,50,153,68.11,98.51,10,Rainy,1,102.67,Winter
2022/8/12,S004,P0011,Toys,North,405,114,162,106.76,19.63,5,Sunny,0,22.22,Autumn
2022/8/12,S004,P0012,Electronics,East,466,121,136,129.7,72.46,0,Snowy,0,76.67,Autumn
2022/8/12,S004,P0013,Electronics,West,500,127,97,117.05,11.67,0,Rainy,1,15.14,Winter
2022/8/12,S004,P0014,Electronics,North,495,481,83,480.03,71.96,0,Cloudy,0,70.36,Winter
2022/8/12,S004,P0015,Toys,West,381,17,98,9.15,18.65,20,Sunny,1,15.22,Spring
2022/8/12,S004,P0016,Clothing,North,65,49,137,66.87,68.54,20,Rainy,0,71.54,Spring
2022/8/12,S004,P0017,Clothing,South,297,17,134,31.73,38.14,10,Snowy,1,34.23,Summer
2022/8/12,S004,P0018,Clothing,South,258,56,140,74.37,85.94,15,Snowy,1,89.13,Autumn
2022/8/12,S004,P0019,Groceries,West,225,12,187,2.91,42.02,10,Cloudy,0,40.33,Summer
2022/8/12,S004,P0020,Groceries,South,75,38,81,34.14,41.64,15,Rainy,1,40.89,Spring
2022/8/12,S005,P0001,Electronics,South,283,204,152,205.76,62.24,10,Cloudy,1,60.31,Summer
2022/8/12,S005,P0002,Furniture,North,470,375,59,378.01,27.24,15,Sunny,0,30.77,Summer
2022/8/12,S005,P0003,Electronics,South,370,117,131,124.58,47.82,5,Snowy,0,43.4,Autumn
2022/8/12,S005,P0004,Groceries,West,189,82,25,87.33,60.12,20,Rainy,1,57.72,Autumn
2022/8/12,S005,P0005,Toys,North,409,280,84,287.32,82.91,20,Rainy,1,79.93,Winter
2022/8/12,S005,P0006,Toys,West,234,97,41,103.41,15.25,5,Sunny,1,14.52,Summer
2022/8/12,S005,P0007,Furniture,North,397,208,39,218.51,41.45,0,Cloudy,0,45.22,Autumn
2022/8/12,S005,P0008,Electronics,South,258,59,198,49.54,25.28,15,Snowy,0,28.48,Autumn
2022/8/12,S005,P0009,Clothing,South,440,212,199,211.75,38.16,20,Snowy,1,41.5,Summer
2022/8/12,S005,P0010,Electronics,East,162,140,87,157.71,82.26,20,Cloudy,0,78.86,Autumn
2022/8/12,S005,P0011,Groceries,West,306,76,125,91.24,98.76,20,Rainy,1,97.92,Summer
2022/8/12,S005,P0012,Toys,North,206,95,23,109.03,18.17,10,Rainy,1,21.47,Winter
2022/8/12,S005,P0013,Toys,North,454,293,94,293.48,85.97,10,Sunny,0,85.2,Spring
2022/8/12,S005,P0014,Electronics,West,130,6,186,-3.17,22.99,20,Snowy,0,18.44,Spring
2022/8/12,S005,P0015,Furniture,East,451,203,97,217.05,22.63,0,Cloudy,1,19.42,Summer
2022/8/12,S005,P0016,Furniture,East,467,44,88,57.91,35.53,20,Snowy,1,37,Autumn
2022/8/12,S005,P0017,Electronics,East,240,134,117,150.22,82.06,20,Rainy,0,77.17,Summer
2022/8/12,S005,P0018,Groceries,North,128,112,54,109.55,45.5,10,Snowy,1,48.17,Spring
2022/8/12,S005,P0019,Groceries,South,393,132,156,123.39,46.69,0,Rainy,1,50.95,Spring
2022/8/12,S005,P0020,Clothing,West,460,445,57,440.81,75.49,0,Snowy,0,74.64,Spring
2022/8/13,S001,P0001,Clothing,West,77,71,190,85.88,57.41,10,Cloudy,1,60.47,Summer
2022/8/13,S001,P0002,Electronics,East,499,363,34,362.68,20.03,15,Snowy,1,19.92,Spring
2022/8/13,S001,P0003,Groceries,East,405,282,177,285.62,14.92,15,Sunny,1,16.27,Summer
2022/8/13,S001,P0004,Electronics,West,265,244,153,247.67,41.27,15,Rainy,0,40.84,Winter
2022/8/13,S001,P0005,Furniture,South,229,4,46,-4.63,64.35,20,Sunny,0,66.14,Spring
2022/8/13,S001,P0006,Groceries,North,387,83,48,101.69,95.07,15,Snowy,0,96.23,Winter
2022/8/13,S001,P0007,Clothing,West,294,94,25,92.31,81.73,5,Sunny,0,84.78,Summer
2022/8/13,S001,P0008,Furniture,East,92,35,128,25.43,73.36,10,Sunny,1,77.28,Winter
2022/8/13,S001,P0009,Electronics,East,137,20,121,25.16,92.72,5,Rainy,1,88.56,Summer
2022/8/13,S001,P0010,Electronics,North,365,226,23,218.02,29.28,5,Snowy,1,28.41,Autumn
2022/8/13,S001,P0011,Furniture,North,174,144,143,140.25,30.13,10,Rainy,1,32.38,Winter
2022/8/13,S001,P0012,Clothing,East,421,289,164,299.57,86.59,0,Rainy,1,91.05,Winter
2022/8/13,S001,P0013,Electronics,South,131,73,44,71.94,27.43,0,Snowy,1,27.87,Spring
2022/8/13,S001,P0014,Clothing,West,232,163,133,154.75,80.86,20,Rainy,1,81.19,Winter
2022/8/13,S001,P0015,Groceries,East,435,432,183,448.19,86.35,10,Snowy,0,89.59,Autumn
2022/8/13,S001,P0016,Toys,East,360,40,61,35.56,13.93,15,Snowy,0,12.87,Summer
2022/8/13,S001,P0017,Toys,West,360,117,142,127.26,93.21,10,Rainy,1,89.85,Spring
2022/8/13,S001,P0018,Toys,East,95,34,149,31.45,38.87,10,Cloudy,1,41.58,Winter
2022/8/13,S001,P0019,Clothing,East,418,312,60,315.29,49.08,5,Cloudy,0,53.66,Autumn
2022/8/13,S001,P0020,Furniture,West,345,40,197,53.92,64.56,5,Sunny,1,65.43,Summer
2022/8/13,S002,P0001,Electronics,East,67,47,38,38.37,12.18,0,Sunny,1,12.31,Autumn
2022/8/13,S002,P0002,Electronics,West,271,137,109,133.26,66.35,15,Rainy,1,68.84,Autumn
2022/8/13,S002,P0003,Electronics,East,258,217,168,230.54,24.53,5,Rainy,1,28.45,Autumn
2022/8/13,S002,P0004,Groceries,South,253,246,130,238.07,95.06,20,Rainy,1,97.84,Winter
2022/8/13,S002,P0005,Groceries,North,196,52,82,42.61,14.32,0,Rainy,0,15.6,Autumn
2022/8/13,S002,P0006,Electronics,East,103,85,193,97.21,51.38,15,Cloudy,0,48.99,Winter
2022/8/13,S002,P0007,Clothing,South,358,316,123,308.57,13.02,15,Sunny,1,16.41,Autumn
2022/8/13,S002,P0008,Furniture,North,457,89,162,95.66,55.07,10,Sunny,1,54.96,Spring
2022/8/13,S002,P0009,Toys,West,305,174,147,182.31,78.34,10,Cloudy,0,74.91,Autumn
2022/8/13,S002,P0010,Electronics,North,63,55,166,63.78,17.88,20,Snowy,1,17.83,Autumn
2022/8/13,S002,P0011,Furniture,North,490,437,68,439.02,48.48,10,Sunny,1,50.95,Summer
2022/8/13,S002,P0012,Furniture,East,394,143,107,144.36,73.73,15,Sunny,1,69.5,Summer
2022/8/13,S002,P0013,Clothing,North,194,122,172,118.39,82.25,10,Snowy,1,81.74,Autumn
2022/8/13,S002,P0014,Furniture,West,298,137,28,151.87,84.21,20,Snowy,0,88.12,Autumn
2022/8/13,S002,P0015,Clothing,South,332,82,152,98.08,45.79,10,Rainy,0,41.17,Spring
2022/8/13,S002,P0016,Toys,West,144,97,168,107.46,26.77,5,Snowy,0,30.25,Winter
2022/8/13,S002,P0017,Furniture,West,251,97,58,87.34,62.81,20,Cloudy,1,58.38,Winter
2022/8/13,S002,P0018,Electronics,North,245,184,196,196.74,44.64,10,Snowy,1,42.11,Summer
2022/8/13,S002,P0019,Electronics,South,261,33,104,31.31,65.13,10,Cloudy,1,64.3,Autumn
2022/8/13,S002,P0020,Groceries,West,251,69,65,74.25,88.3,0,Sunny,0,92.08,Autumn
2022/8/13,S003,P0001,Toys,East,391,340,68,334.34,30.82,10,Cloudy,1,29.82,Winter
2022/8/13,S003,P0002,Furniture,North,308,69,173,82.38,88.26,10,Cloudy,0,92.55,Winter
2022/8/13,S003,P0003,Groceries,South,267,104,160,103.31,17.15,5,Cloudy,1,18.44,Winter
2022/8/13,S003,P0004,Toys,West,148,72,38,74.15,78.77,0,Sunny,1,76.94,Summer
2022/8/13,S003,P0005,Toys,South,371,325,176,335.99,37.36,0,Cloudy,1,32.42,Spring
2022/8/13,S003,P0006,Toys,South,86,24,147,22.37,96,0,Rainy,1,94.17,Winter
2022/8/13,S003,P0007,Groceries,West,174,41,186,35.94,34.17,20,Cloudy,1,34.27,Autumn
2022/8/13,S003,P0008,Furniture,East,170,114,52,123.91,25.12,20,Sunny,0,23.36,Spring
2022/8/13,S003,P0009,Toys,West,122,61,34,80.35,16.09,15,Sunny,1,18.95,Summer
2022/8/13,S003,P0010,Groceries,West,406,251,155,257.24,71.21,0,Sunny,0,70.23,Spring
2022/8/13,S003,P0011,Furniture,South,242,41,118,46.29,27.9,0,Cloudy,0,29.85,Spring
2022/8/13,S003,P0012,Toys,West,453,431,193,443.59,35.01,20,Snowy,1,31.44,Summer
2022/8/13,S003,P0013,Furniture,East,310,74,81,73.44,14.15,15,Rainy,1,16.44,Winter
2022/8/13,S003,P0014,Groceries,West,465,303,60,294.61,45.09,20,Sunny,1,49.34,Winter
2022/8/13,S003,P0015,Electronics,East,352,305,48,308.94,17,5,Rainy,1,17.03,Winter
2022/8/13,S003,P0016,Furniture,South,91,83,176,89.33,17.75,5,Rainy,1,14.62,Summer
2022/8/13,S003,P0017,Toys,West,306,113,67,130.13,24.26,20,Snowy,1,27.12,Summer
2022/8/13,S003,P0018,Furniture,North,101,88,75,103.8,65.97,10,Snowy,1,66.64,Summer
2022/8/13,S003,P0019,Groceries,North,112,106,115,115.78,83.84,5,Snowy,0,82.15,Autumn
2022/8/13,S003,P0020,Groceries,West,410,86,81,77.73,57.65,5,Cloudy,1,60.58,Winter
2022/8/13,S004,P0001,Toys,North,483,296,30,315.34,59.88,20,Snowy,0,63.25,Spring
2022/8/13,S004,P0002,Groceries,North,273,20,162,14.74,33.58,20,Cloudy,1,37.96,Autumn
2022/8/13,S004,P0003,Clothing,East,450,249,88,253.84,77.82,0,Sunny,1,78.82,Autumn
2022/8/13,S004,P0004,Electronics,South,147,133,104,150.15,68.15,15,Rainy,0,69.02,Autumn
2022/8/13,S004,P0005,Furniture,West,309,17,76,15.99,41.73,0,Sunny,0,36.96,Summer
2022/8/13,S004,P0006,Electronics,West,359,54,40,61.33,76.14,5,Sunny,1,77.8,Winter
2022/8/13,S004,P0007,Groceries,South,437,253,142,243.51,45.57,20,Snowy,1,41.95,Winter
2022/8/13,S004,P0008,Toys,South,285,158,188,148.68,33.58,10,Sunny,0,35.29,Winter
2022/8/13,S004,P0009,Furniture,West,310,0,109,16.07,78.31,0,Snowy,1,74.65,Spring
2022/8/13,S004,P0010,Electronics,North,275,82,126,82.41,71.38,20,Snowy,1,72.75,Winter
2022/8/13,S004,P0011,Toys,South,107,58,159,63.5,13.23,20,Sunny,0,12.14,Winter
2022/8/13,S004,P0012,Groceries,South,412,126,178,128.44,83.92,10,Rainy,0,87.97,Winter
2022/8/13,S004,P0013,Groceries,West,75,61,27,66.88,28.81,0,Cloudy,1,31.45,Winter
2022/8/13,S004,P0014,Toys,South,388,51,96,59.82,67.45,0,Snowy,0,72.36,Autumn
2022/8/13,S004,P0015,Clothing,West,119,64,80,82.01,28.24,5,Sunny,1,27.49,Spring
2022/8/13,S004,P0016,Electronics,West,451,153,50,166.14,69.38,15,Snowy,1,71.27,Autumn
2022/8/13,S004,P0017,Furniture,West,327,139,94,157.31,52.25,10,Cloudy,0,49.31,Spring
2022/8/13,S004,P0018,Clothing,South,221,48,78,38.8,97.24,20,Cloudy,1,102.19,Winter
2022/8/13,S004,P0019,Toys,North,393,76,154,77.62,52.94,15,Cloudy,0,53.93,Winter
2022/8/13,S004,P0020,Toys,West,90,49,62,52.3,54.68,20,Rainy,1,58.62,Winter
2022/8/13,S005,P0001,Electronics,West,453,59,27,55.9,90.47,10,Snowy,1,95.16,Winter
2022/8/13,S005,P0002,Toys,East,95,22,177,30.45,89.69,0,Cloudy,1,91.35,Summer
2022/8/13,S005,P0003,Furniture,West,465,276,198,272.76,38.98,10,Rainy,1,36.34,Winter
2022/8/13,S005,P0004,Toys,West,312,90,59,93.16,29.95,20,Cloudy,0,33.36,Autumn
2022/8/13,S005,P0005,Clothing,North,481,175,182,176.01,82.04,15,Cloudy,1,85.35,Summer
2022/8/13,S005,P0006,Furniture,West,458,325,61,330.37,80.82,5,Snowy,0,81.48,Winter
2022/8/13,S005,P0007,Clothing,West,123,59,194,54.27,30.59,5,Sunny,0,28.35,Autumn
2022/8/13,S005,P0008,Furniture,North,102,33,107,37.65,64.48,15,Cloudy,0,63.45,Spring
2022/8/13,S005,P0009,Toys,West,463,109,136,121.45,85.19,20,Cloudy,1,85.55,Summer
2022/8/13,S005,P0010,Clothing,East,400,340,64,359.85,15.87,5,Rainy,0,18.58,Autumn
2022/8/13,S005,P0011,Furniture,East,107,52,66,52.52,27.45,20,Snowy,0,28.76,Spring
2022/8/13,S005,P0012,Toys,South,207,97,85,101.92,22.83,15,Sunny,1,18.21,Summer
2022/8/13,S005,P0013,Clothing,North,218,47,183,46.01,84.69,15,Sunny,1,83.94,Autumn
2022/8/13,S005,P0014,Furniture,West,313,174,190,172.66,40.88,0,Snowy,0,42.08,Winter
2022/8/13,S005,P0015,Furniture,North,374,130,44,142.11,83.04,0,Rainy,0,79.55,Summer
2022/8/13,S005,P0016,Toys,North,84,50,31,65.34,10.17,15,Sunny,0,14.48,Autumn
2022/8/13,S005,P0017,Furniture,West,366,289,141,301.04,17.53,20,Rainy,1,13.6,Autumn
2022/8/13,S005,P0018,Electronics,North,91,89,62,87.28,95.02,10,Snowy,1,98.47,Summer
2022/8/13,S005,P0019,Clothing,North,409,124,135,141.12,71.63,5,Snowy,1,68.24,Winter
2022/8/13,S005,P0020,Furniture,South,448,225,117,235.03,64.72,0,Rainy,0,64.53,Spring
2022/8/14,S001,P0001,Electronics,South,492,344,79,359.21,79.74,20,Rainy,0,78.1,Winter
2022/8/14,S001,P0002,Clothing,West,236,73,34,82.55,90.04,15,Sunny,0,85.56,Summer
2022/8/14,S001,P0003,Toys,North,303,145,28,136.4,41.64,0,Sunny,1,42.83,Summer
2022/8/14,S001,P0004,Furniture,North,131,20,51,20.26,59.08,0,Cloudy,0,55.61,Summer
2022/8/14,S001,P0005,Furniture,North,338,189,46,186.47,67.88,5,Rainy,1,71.59,Autumn
2022/8/14,S001,P0006,Clothing,East,228,85,96,90.2,58.28,10,Sunny,0,56.97,Spring
2022/8/14,S001,P0007,Toys,East,301,261,78,275,32.85,0,Snowy,0,35.31,Autumn
2022/8/14,S001,P0008,Groceries,South,158,26,60,29.23,65.44,10,Snowy,1,65.72,Summer
2022/8/14,S001,P0009,Clothing,North,270,10,97,17.88,54.82,20,Cloudy,1,51.76,Spring
2022/8/14,S001,P0010,Furniture,North,377,334,104,348.31,49.59,15,Sunny,1,50.08,Autumn
2022/8/14,S001,P0011,Furniture,South,249,147,95,155.09,69.28,5,Cloudy,0,71.95,Winter
2022/8/14,S001,P0012,Electronics,East,298,238,82,229.75,11.7,20,Sunny,1,9.9,Winter
2022/8/14,S001,P0013,Toys,West,388,302,131,295.81,90.26,5,Rainy,0,93.43,Autumn
2022/8/14,S001,P0014,Furniture,West,259,37,146,43.78,83.39,20,Snowy,0,79.52,Autumn
2022/8/14,S001,P0015,Clothing,North,107,59,43,53.62,85.8,15,Snowy,1,84,Summer
2022/8/14,S001,P0016,Furniture,North,498,256,138,270.09,91.93,5,Cloudy,0,90.2,Winter
2022/8/14,S001,P0017,Groceries,West,385,70,121,88.2,46.3,15,Sunny,0,47.59,Autumn
2022/8/14,S001,P0018,Clothing,West,188,167,69,184.72,20.58,10,Cloudy,1,25.28,Spring
2022/8/14,S001,P0019,Groceries,North,214,123,46,124.15,38.59,20,Cloudy,0,41.32,Autumn
2022/8/14,S001,P0020,Toys,East,168,103,160,102.46,54.08,5,Snowy,1,50.47,Spring
2022/8/14,S002,P0001,Toys,North,376,273,29,282.37,17.76,20,Cloudy,0,16.72,Summer
2022/8/14,S002,P0002,Electronics,South,368,246,172,265.69,51.71,5,Cloudy,1,48.71,Autumn
2022/8/14,S002,P0003,Furniture,South,369,361,129,355.12,79.48,10,Sunny,0,77.29,Spring
2022/8/14,S002,P0004,Groceries,South,150,128,187,143.23,84.86,0,Snowy,1,81.91,Autumn
2022/8/14,S002,P0005,Furniture,South,264,118,37,119.01,17.64,15,Rainy,1,20.06,Summer
2022/8/14,S002,P0006,Toys,East,500,40,105,50.77,72.56,10,Cloudy,0,69.19,Winter
2022/8/14,S002,P0007,Electronics,East,462,90,113,98.27,57,15,Rainy,0,58.3,Autumn
2022/8/14,S002,P0008,Furniture,North,109,97,188,102,70.76,5,Rainy,1,70.27,Winter
2022/8/14,S002,P0009,Toys,South,367,39,175,39.33,19.75,20,Snowy,0,21.02,Winter
2022/8/14,S002,P0010,Clothing,East,336,47,144,64.13,79.08,10,Snowy,0,82.12,Summer
2022/8/14,S002,P0011,Toys,North,196,119,199,133.33,43.3,10,Rainy,0,47.49,Spring
2022/8/14,S002,P0012,Furniture,West,406,317,97,320.57,98.82,15,Rainy,0,101,Autumn
2022/8/14,S002,P0013,Clothing,North,87,59,33,76.31,59.9,0,Cloudy,1,62.61,Spring
2022/8/14,S002,P0014,Furniture,South,165,141,29,158.37,19.49,10,Snowy,1,15.89,Spring
2022/8/14,S002,P0015,Toys,East,170,157,94,150.16,45.21,20,Cloudy,0,43.05,Winter
2022/8/14,S002,P0016,Groceries,South,140,121,176,111.18,61.39,5,Sunny,0,62.67,Summer
2022/8/14,S002,P0017,Toys,North,178,146,135,139.82,85.82,0,Rainy,0,83.72,Summer
2022/8/14,S002,P0018,Furniture,North,245,176,170,166.14,27.72,20,Cloudy,0,23.02,Spring
2022/8/14,S002,P0019,Electronics,South,63,18,89,34.4,56.56,10,Rainy,1,54.08,Spring
2022/8/14,S002,P0020,Groceries,South,75,6,140,19.7,56.48,0,Cloudy,0,55.82,Autumn
2022/8/14,S003,P0001,Groceries,West,445,104,105,116.29,85.64,15,Sunny,0,82.87,Winter
2022/8/14,S003,P0002,Groceries,North,168,3,175,20.85,85.87,10,Snowy,0,90.46,Spring
2022/8/14,S003,P0003,Electronics,South,426,20,25,31.85,64.32,0,Snowy,1,63.46,Summer
2022/8/14,S003,P0004,Clothing,North,470,430,106,431.28,99.72,0,Rainy,1,103.7,Spring
2022/8/14,S003,P0005,Electronics,East,415,257,32,273.49,50.82,5,Sunny,0,50.15,Summer
2022/8/14,S003,P0006,Furniture,South,261,136,130,154.04,84.71,0,Cloudy,0,79.86,Summer
2022/8/14,S003,P0007,Furniture,North,317,137,56,142.57,70.61,15,Rainy,0,74.04,Autumn
2022/8/14,S003,P0008,Clothing,East,129,79,134,87.49,34.29,0,Snowy,0,35.28,Winter
2022/8/14,S003,P0009,Groceries,South,445,121,185,115.05,20.11,5,Rainy,0,24.74,Winter
2022/8/14,S003,P0010,Toys,North,76,28,48,35.53,71.53,10,Snowy,1,69.09,Winter
2022/8/14,S003,P0011,Clothing,North,238,69,38,82.08,84.89,5,Snowy,0,81.07,Summer
2022/8/14,S003,P0012,Clothing,South,97,82,55,91.19,54.87,20,Sunny,0,58.77,Autumn
2022/8/14,S003,P0013,Clothing,East,291,76,122,73.84,22.97,10,Sunny,0,24.69,Summer
2022/8/14,S003,P0014,Furniture,North,186,0,72,-2.8,36.2,15,Sunny,0,33.85,Autumn
2022/8/14,S003,P0015,Furniture,East,83,78,161,90.57,82.22,10,Rainy,0,82.8,Spring
2022/8/14,S003,P0016,Toys,East,126,80,43,70.22,73.58,10,Cloudy,0,69.38,Spring
2022/8/14,S003,P0017,Toys,South,317,289,128,292.32,14.05,5,Cloudy,0,10.45,Spring
2022/8/14,S003,P0018,Toys,East,201,68,47,64.62,65.32,15,Rainy,0,65.13,Summer
2022/8/14,S003,P0019,Clothing,East,171,18,180,26.01,17.93,15,Sunny,1,16.38,Summer
2022/8/14,S003,P0020,Groceries,North,104,50,158,54,39.94,5,Rainy,1,36.56,Summer
2022/8/14,S004,P0001,Groceries,West,258,137,115,130.64,45.26,10,Rainy,1,48.13,Summer
2022/8/14,S004,P0002,Toys,East,455,266,25,284.11,85.51,0,Sunny,0,86.65,Winter
2022/8/14,S004,P0003,Clothing,North,414,72,60,76.92,83.06,5,Sunny,1,80.91,Summer
2022/8/14,S004,P0004,Groceries,West,215,43,131,50.27,88.19,0,Snowy,1,88.29,Autumn
2022/8/14,S004,P0005,Toys,East,489,294,142,297.79,97.9,0,Sunny,0,95.47,Spring
2022/8/14,S004,P0006,Clothing,West,280,24,195,26.57,94.43,5,Sunny,1,94.8,Summer
2022/8/14,S004,P0007,Toys,West,295,7,73,16.25,45.06,5,Sunny,1,48.99,Spring
2022/8/14,S004,P0008,Furniture,South,457,222,98,237.94,59.36,0,Rainy,1,57.7,Autumn
2022/8/14,S004,P0009,Furniture,South,178,93,114,104,78.9,15,Rainy,0,80.1,Spring
2022/8/14,S004,P0010,Electronics,East,265,249,140,248.42,32.37,0,Cloudy,0,34.43,Summer
2022/8/14,S004,P0011,Clothing,West,493,421,172,433.16,33.23,15,Rainy,0,36.72,Autumn
2022/8/14,S004,P0012,Electronics,West,109,106,20,108.47,42.05,15,Cloudy,0,43.88,Spring
2022/8/14,S004,P0013,Furniture,North,124,118,200,117.05,91.15,20,Cloudy,0,91.27,Autumn
2022/8/14,S004,P0014,Clothing,North,96,3,103,22.14,95.33,5,Snowy,0,98.3,Winter
2022/8/14,S004,P0015,Electronics,East,251,0,57,9.33,41.66,0,Cloudy,0,39.9,Spring
2022/8/14,S004,P0016,Groceries,East,163,62,132,60.66,67.32,15,Cloudy,0,63.82,Summer
2022/8/14,S004,P0017,Electronics,South,476,339,41,355.79,59,15,Sunny,1,61.57,Winter
2022/8/14,S004,P0018,Electronics,South,61,19,65,30.64,11.08,20,Snowy,0,11.8,Summer
2022/8/14,S004,P0019,Clothing,North,239,49,178,65.38,61.32,20,Snowy,0,63.98,Spring
2022/8/14,S004,P0020,Clothing,West,293,287,122,302.74,46.74,0,Snowy,0,51.1,Spring
2022/8/14,S005,P0001,Electronics,North,175,16,99,17.51,60.24,5,Cloudy,0,57.94,Summer
2022/8/14,S005,P0002,Furniture,South,245,245,21,252.54,61.91,0,Sunny,0,60.79,Summer
2022/8/14,S005,P0003,Furniture,West,153,125,21,134.38,98.62,0,Snowy,1,94.2,Summer
2022/8/14,S005,P0004,Toys,East,350,217,35,211.65,74.08,20,Sunny,1,79.02,Winter
2022/8/14,S005,P0005,Toys,West,478,396,189,399.49,67.02,5,Rainy,1,67.75,Autumn
2022/8/14,S005,P0006,Toys,West,110,23,180,41.03,55.71,5,Snowy,1,53.55,Autumn
2022/8/14,S005,P0007,Toys,East,383,61,200,53.14,33.38,10,Sunny,1,30.97,Autumn
2022/8/14,S005,P0008,Electronics,West,276,33,151,49.67,16.94,0,Rainy,0,20.81,Summer
2022/8/14,S005,P0009,Toys,South,330,44,34,44.47,51.97,5,Sunny,0,52.22,Summer
2022/8/14,S005,P0010,Clothing,South,412,404,82,416.01,74.87,15,Rainy,0,76.35,Winter
2022/8/14,S005,P0011,Groceries,South,487,143,74,161.09,29.61,20,Snowy,1,25.61,Winter
2022/8/14,S005,P0012,Electronics,North,433,364,115,361.18,51.06,15,Sunny,1,53.41,Summer
2022/8/14,S005,P0013,Groceries,West,380,354,62,365.41,10.97,5,Sunny,1,14.6,Autumn
2022/8/14,S005,P0014,Toys,South,255,52,77,62.27,72.07,10,Cloudy,1,76.83,Winter
2022/8/14,S005,P0015,Toys,South,417,238,138,236.58,53.92,20,Cloudy,0,53.18,Spring
2022/8/14,S005,P0016,Electronics,South,69,60,48,59.14,79.26,10,Rainy,0,84.06,Autumn
2022/8/14,S005,P0017,Electronics,East,85,76,112,82.23,22.12,0,Sunny,1,25.49,Spring
2022/8/14,S005,P0018,Toys,South,224,207,158,217.48,10.86,10,Cloudy,1,9.21,Autumn
2022/8/14,S005,P0019,Furniture,North,260,239,48,235.02,67.12,20,Sunny,0,63,Autumn
2022/8/14,S005,P0020,Furniture,North,406,91,35,87.37,61.3,10,Snowy,1,60.25,Spring
2022/8/15,S001,P0001,Groceries,South,187,156,51,150.99,95.07,10,Sunny,0,92.8,Spring
2022/8/15,S001,P0002,Groceries,North,77,23,165,31.44,12.03,20,Snowy,1,8.24,Autumn
2022/8/15,S001,P0003,Groceries,South,273,240,176,258.28,97.92,20,Snowy,1,94.29,Winter
2022/8/15,S001,P0004,Groceries,West,474,370,127,362.47,93.72,0,Snowy,1,91.04,Winter
2022/8/15,S001,P0005,Groceries,West,274,183,101,176.6,88.95,0,Cloudy,0,84.17,Summer
2022/8/15,S001,P0006,Toys,South,310,77,137,68.52,83.86,15,Cloudy,0,81.1,Autumn
2022/8/15,S001,P0007,Electronics,South,454,421,54,415.08,21.44,10,Sunny,1,25.3,Winter
2022/8/15,S001,P0008,Groceries,South,429,308,53,327.25,50.14,0,Snowy,0,51.19,Winter
2022/8/15,S001,P0009,Electronics,East,335,130,175,125.3,25.18,10,Rainy,1,29.92,Autumn
2022/8/15,S001,P0010,Groceries,South,241,8,64,10.66,44.76,15,Rainy,0,42.2,Winter
2022/8/15,S001,P0011,Clothing,North,56,2,196,-6.23,38.44,20,Snowy,0,42.29,Summer
2022/8/15,S001,P0012,Furniture,East,88,45,58,47.81,82.42,5,Sunny,0,83.56,Spring
2022/8/15,S001,P0013,Clothing,West,120,42,92,43.7,82.33,15,Snowy,1,81.42,Winter
2022/8/15,S001,P0014,Furniture,South,410,201,78,214.03,92.12,0,Cloudy,1,90.63,Autumn
2022/8/15,S001,P0015,Toys,South,94,8,49,20.3,27.41,0,Rainy,0,23.83,Spring
2022/8/15,S001,P0016,Furniture,West,66,10,49,29.3,71.92,5,Rainy,0,72.33,Autumn
2022/8/15,S001,P0017,Clothing,North,422,19,136,11.81,81.42,20,Snowy,0,78.34,Summer
2022/8/15,S001,P0018,Toys,East,452,373,94,389.77,80.84,5,Sunny,1,83.76,Spring
2022/8/15,S001,P0019,Furniture,East,437,182,32,191.94,11.33,20,Cloudy,1,13.16,Winter
2022/8/15,S001,P0020,Furniture,West,216,127,188,132.3,51.89,0,Rainy,0,48.41,Summer
2022/8/15,S002,P0001,Furniture,North,150,76,89,70.81,61.59,0,Rainy,0,56.69,Summer
2022/8/15,S002,P0002,Electronics,North,93,35,31,45.83,15.68,0,Rainy,1,15.01,Spring
2022/8/15,S002,P0003,Toys,East,327,217,186,208.67,18.75,10,Rainy,1,15.72,Autumn
2022/8/15,S002,P0004,Toys,West,453,266,191,259.98,58.02,15,Snowy,1,62.33,Summer
2022/8/15,S002,P0005,Toys,North,149,135,39,127.25,14.88,10,Snowy,0,17.08,Winter
2022/8/15,S002,P0006,Toys,West,256,123,157,117.17,66.73,0,Rainy,0,64.87,Summer
2022/8/15,S002,P0007,Clothing,East,371,280,128,277.44,39.41,0,Sunny,0,41.12,Winter
2022/8/15,S002,P0008,Electronics,North,126,123,25,121.24,19.05,10,Rainy,1,14.51,Autumn
2022/8/15,S002,P0009,Clothing,South,380,174,198,169.69,60.63,10,Cloudy,0,58.26,Autumn
2022/8/15,S002,P0010,Clothing,East,285,57,151,53.27,19.56,15,Cloudy,1,15.53,Winter
2022/8/15,S002,P0011,Furniture,West,212,154,145,151.8,51.55,0,Rainy,0,46.69,Summer
2022/8/15,S002,P0012,Furniture,South,117,21,167,31.25,19.07,15,Cloudy,1,17.06,Winter
2022/8/15,S002,P0013,Electronics,West,228,204,47,202.78,38.33,5,Cloudy,0,35.11,Winter
